index,timestamp,directory,current_space_gb
822,40:08.6,/projects,13.47798
823,40:08.6,/customers,13.73802
824,50:05.4,/info,24.77821
825,50:05.4,/scratch,30.31968
826,50:05.4,/projects,13.47843
827,50:05.4,/customers,13.25612
828,00:07.6,/info,23.7802
829,00:07.6,/scratch,30.37965
830,00:07.6,/projects,13.47965
831,00:07.6,/customers,13.16835
832,10:10.0,/info,23.82314
833,10:10.0,/scratch,30.90689
834,10:10.0,/projects,13.46059
835,10:10.0,/customers,12.84335
836,20:05.0,/info,25.06883
837,20:05.0,/scratch,30.85467
838,20:05.0,/projects,14.50467
839,20:05.0,/customers,13.23086
840,30:06.3,/info,25.06959
841,30:06.3,/scratch,30.47078
842,30:06.3,/projects,14.50408
843,30:06.3,/customers,12.90941
844,40:05.7,/info,23.90094
845,40:05.7,/scratch,30.47841
846,40:05.7,/projects,14.5046
847,40:05.7,/customers,12.88064
848,50:05.6,/info,24.02924
849,50:05.6,/scratch,30.47128
850,50:05.6,/projects,14.50037
851,50:05.6,/customers,13.84802
852,00:05.6,/info,24.13575
853,00:05.6,/scratch,30.64821
854,00:05.6,/projects,14.45609
855,00:05.6,/customers,13.62236
856,10:06.4,/info,24.1437
857,10:06.4,/scratch,30.03587
858,10:06.4,/projects,14.24707
859,10:06.4,/customers,13.57116
860,20:04.5,/info,25.50104
861,20:04.5,/scratch,30.02662
862,20:04.5,/projects,15.13498
863,20:04.5,/customers,14.86403
864,30:05.8,/info,25.43323
865,30:05.8,/scratch,30.90982
866,30:05.8,/projects,15.13716
867,30:05.8,/customers,15.03028
868,40:05.5,/info,25.59083
869,40:05.5,/scratch,30.91731
870,40:05.5,/projects,15.16743
871,40:05.5,/customers,15.07204
872,50:05.8,/info,25.60471
873,50:05.8,/scratch,30.54222
874,50:05.8,/projects,15.35706
875,50:05.8,/customers,15.4642
876,00:05.4,/info,26.0543
877,00:05.4,/scratch,30.60259
878,00:05.4,/projects,16.25376
879,00:05.4,/customers,15.4716
880,10:12.0,/info,26.59885
881,10:12.0,/scratch,30.95544
882,10:12.0,/projects,16.25315
883,10:12.0,/customers,14.53094
884,20:05.5,/info,26.53402
885,20:05.5,/scratch,31.21265
886,20:05.5,/projects,16.25016
887,20:05.5,/customers,14.55182
888,30:17.4,/info,26.49762
889,30:17.4,/scratch,31.3146
890,30:17.4,/projects,16.86819
891,30:17.4,/customers,14.69648
892,40:09.9,/info,26.59771
893,40:09.9,/scratch,32.45285
894,40:09.9,/projects,16.78385
895,40:09.9,/customers,13.67608
896,50:05.8,/info,26.80398
897,50:05.8,/scratch,32.53073
898,50:05.8,/projects,16.77689
899,50:05.8,/customers,13.92095
900,00:06.3,/info,27.51306
901,00:06.3,/scratch,32.82759
902,00:06.3,/projects,16.65748
903,00:06.3,/customers,13.61922
904,10:13.0,/info,27.42987
905,10:13.0,/scratch,32.80941
906,10:13.0,/projects,16.72464
907,10:13.0,/customers,13.50362
908,20:07.2,/info,29.32141
909,20:07.2,/scratch,32.80794
910,20:07.2,/projects,17.35892
911,20:07.2,/customers,13.54953
912,30:08.1,/info,29.30869
913,30:08.1,/scratch,32.85438
914,30:08.1,/projects,17.32177
915,30:08.1,/customers,12.79877
916,40:06.2,/info,29.42562
917,40:06.2,/scratch,32.85633
918,40:06.2,/projects,17.22714
919,40:06.2,/customers,12.8214
920,50:07.8,/info,29.45711
921,50:07.8,/scratch,33.53261
922,50:07.8,/projects,16.54837
923,50:07.8,/customers,12.89646
924,00:05.8,/info,29.84448
925,00:05.8,/scratch,33.46621
926,00:05.8,/projects,17.02451
927,00:05.8,/customers,13.11444
928,10:10.7,/info,29.70751
929,10:10.7,/scratch,33.57987
930,10:10.7,/projects,16.92419
931,10:10.7,/customers,13.19964
932,20:06.9,/info,29.8784
933,20:06.9,/scratch,33.61627
934,20:06.9,/projects,16.94437
935,20:06.9,/customers,13.63464
936,30:06.8,/info,30.62779
937,30:06.8,/scratch,33.62117
938,30:06.8,/projects,17.66169
939,30:06.8,/customers,13.81597
940,40:34.8,/info,30.61694
941,40:34.8,/scratch,32.86227
942,40:34.8,/projects,17.64309
943,40:34.8,/customers,14.01794
944,50:06.3,/info,30.90481
945,50:06.3,/scratch,32.84351
946,50:06.3,/projects,17.08988
947,50:06.3,/customers,13.98079
948,00:11.7,/info,31.39543
949,00:11.7,/scratch,32.90137
950,00:11.7,/projects,17.38059
951,00:11.7,/customers,14.81751
952,10:05.7,/info,31.59555
953,10:05.7,/scratch,32.93651
954,10:05.7,/projects,17.44371
955,10:05.7,/customers,14.82276
956,20:06.9,/info,31.80007
957,20:06.9,/scratch,32.98547
958,20:06.9,/projects,17.39126
959,20:06.9,/customers,15.62517
960,30:14.7,/info,31.93656
961,30:14.7,/scratch,32.85273
962,30:14.7,/projects,17.3611
963,30:14.7,/customers,15.61738
964,40:07.6,/info,31.20369
965,40:07.6,/scratch,32.87409
966,40:07.6,/projects,17.36452
967,40:07.6,/customers,15.81905
968,50:06.3,/info,31.16188
969,50:06.3,/scratch,33.14859
970,50:06.3,/projects,17.49992
971,50:06.3,/customers,15.78594
972,00:08.3,/info,30.87625
973,00:08.3,/scratch,33.22391
974,00:08.3,/projects,17.54321
975,00:08.3,/customers,14.80686
976,10:11.9,/info,30.55292
977,10:11.9,/scratch,33.2864
978,10:11.9,/projects,17.38145
979,10:11.9,/customers,14.76337
980,20:05.9,/info,30.53865
981,20:05.9,/scratch,32.54549
982,20:05.9,/projects,17.33227
983,20:05.9,/customers,14.81465
984,30:05.4,/info,30.95877
985,30:05.4,/scratch,33.32483
986,30:05.4,/projects,16.71167
987,30:05.4,/customers,14.90777
988,40:07.0,/info,31.10229
989,40:07.0,/scratch,33.31945
990,40:07.0,/projects,15.77116
991,40:07.0,/customers,14.9582
992,50:09.2,/info,30.98184
993,50:09.2,/scratch,33.70107
994,50:09.2,/projects,15.15664
995,50:09.2,/customers,14.88048
996,00:06.3,/info,32.20683
997,00:06.3,/scratch,33.72764
998,00:06.3,/projects,15.08897
999,00:06.3,/customers,14.79747
1000,10:57.8,/info,32.58311
1001,10:57.8,/scratch,33.93757
1002,10:57.8,/projects,15.41412
1003,10:57.8,/customers,14.95516
1004,20:14.6,/info,33.3016
1005,20:14.6,/scratch,34.06563
1006,20:14.6,/projects,15.41581
1007,20:14.6,/customers,14.96523
1008,30:55.7,/info,33.97104
1009,30:55.7,/scratch,34.20072
1010,30:55.7,/projects,15.45372
1011,30:55.7,/customers,15.79913
1012,40:05.9,/info,33.97556
1013,40:05.9,/scratch,34.07021
1014,40:05.9,/projects,15.52881
1015,40:05.9,/customers,15.86003
1016,50:08.1,/info,33.61682
1017,50:08.1,/scratch,34.11946
1018,50:08.1,/projects,14.89717
1019,50:08.1,/customers,15.82056
1020,00:07.5,/info,34.60122
1021,00:07.5,/scratch,34.19111
1022,00:07.5,/projects,14.49208
1023,00:07.5,/customers,15.96856
1024,10:04.7,/info,34.49426
1025,10:04.7,/scratch,34.24329
1026,10:04.7,/projects,15.00498
1027,10:04.7,/customers,15.98137
1028,20:07.9,/info,34.47516
1029,20:07.9,/scratch,34.32754
1030,20:07.9,/projects,14.97549
1031,20:07.9,/customers,15.9316
1032,30:06.8,/info,35.29802
1033,30:06.8,/scratch,33.60054
1034,30:06.8,/projects,14.97446
1035,30:06.8,/customers,15.94294
1036,40:07.3,/info,35.22506
1037,40:07.3,/scratch,33.60825
1038,40:07.3,/projects,14.97608
1039,40:07.3,/customers,16.01444
1040,50:34.1,/info,35.33048
1041,50:34.1,/scratch,34.24483
1042,50:34.1,/projects,15.05553
1043,50:34.1,/customers,16.09449
1044,00:06.5,/info,35.40835
1045,00:06.5,/scratch,34.06127
1046,00:06.5,/projects,15.10882
1047,00:06.5,/customers,16.12347
1048,10:05.7,/info,35.95525
1049,10:05.7,/scratch,34.19492
1050,10:05.7,/projects,15.90452
1051,10:05.7,/customers,16.87167
1052,20:07.7,/info,35.98563
1053,20:07.7,/scratch,34.4557
1054,20:07.7,/projects,15.90262
1055,20:07.7,/customers,17.43637
1056,30:07.9,/info,36.9555
1057,30:07.9,/scratch,34.92737
1058,30:07.9,/projects,16.03046
1059,30:07.9,/customers,17.44164
1060,40:07.7,/info,36.25222
1061,40:07.7,/scratch,34.90319
1062,40:07.7,/projects,16.10224
1063,40:07.7,/customers,17.53443
1064,50:06.7,/info,36.28041
1065,50:06.7,/scratch,34.87147
1066,50:06.7,/projects,16.26154
1067,50:06.7,/customers,17.84369
1068,00:07.3,/info,36.87417
1069,00:07.3,/scratch,34.87394
1070,00:07.3,/projects,15.84484
1071,00:07.3,/customers,18.17011
1072,10:08.1,/info,37.39327
1073,10:08.1,/scratch,35.02688
1074,10:08.1,/projects,15.90166
1075,10:08.1,/customers,18.17588
1076,20:08.0,/info,38.17956
1077,20:08.0,/scratch,35.12524
1078,20:08.0,/projects,15.88808
1079,20:08.0,/customers,18.14863
1080,30:07.4,/info,37.50766
1081,30:07.4,/scratch,35.12156
1082,30:07.4,/projects,16.6716
1083,30:07.4,/customers,18.22046
1084,40:07.9,/info,36.31367
1085,40:07.9,/scratch,34.81782
1086,40:07.9,/projects,16.65555
1087,40:07.9,/customers,18.26588
1088,50:10.6,/info,36.38124
1089,50:10.6,/scratch,35.76765
1090,50:10.6,/projects,16.62919
1091,50:10.6,/customers,17.27729
1092,00:13.6,/info,36.47644
1093,00:13.6,/scratch,35.82109
1094,00:13.6,/projects,16.63005
1095,00:13.6,/customers,18.12896
1096,10:11.1,/info,36.64059
1097,10:11.1,/scratch,35.81397
1098,10:11.1,/projects,16.64143
1099,10:11.1,/customers,18.05708
1100,20:07.8,/info,37.14741
1101,20:07.8,/scratch,35.82275
1102,20:07.8,/projects,16.64521
1103,20:07.8,/customers,17.98419
1104,30:15.9,/info,38.13463
1105,30:15.9,/scratch,36.68589
1106,30:15.9,/projects,16.64077
1107,30:15.9,/customers,17.99741
1108,40:09.3,/info,38.13429
1109,40:09.3,/scratch,36.79038
1110,40:09.3,/projects,16.68971
1111,40:09.3,/customers,18.06907
1112,50:11.8,/info,39.59974
1113,50:11.8,/scratch,37.05664
1114,50:11.8,/projects,16.76032
1115,50:11.8,/customers,18.57007
1116,00:09.5,/info,39.50827
1117,00:09.5,/scratch,37.69546
1118,00:09.5,/projects,16.70901
1119,00:09.5,/customers,18.5748
1120,10:07.9,/info,39.36467
1121,10:07.9,/scratch,38.50432
1122,10:07.9,/projects,16.73374
1123,10:07.9,/customers,18.62027
1124,20:10.7,/info,40.03413
1125,20:10.7,/scratch,38.51148
1126,20:10.7,/projects,17.82901
1127,20:10.7,/customers,18.62494
1128,30:10.5,/info,39.89921
1129,30:10.5,/scratch,38.51623
1130,30:10.5,/projects,17.82901
1131,30:10.5,/customers,18.7751
1132,40:16.2,/info,40.07021
1133,40:16.2,/scratch,37.69308
1134,40:16.2,/projects,17.7874
1135,40:16.2,/customers,18.66026
1136,50:08.6,/info,39.83847
1137,50:08.6,/scratch,37.74906
1138,50:08.6,/projects,17.7516
1139,50:08.6,/customers,19.40892
1140,00:08.3,/info,40.55514
1141,00:08.3,/scratch,37.81988
1142,00:08.3,/projects,17.71257
1143,00:08.3,/customers,20.10968
1144,10:05.1,/info,40.87722
1145,10:05.1,/scratch,37.88925
1146,10:05.1,/projects,17.71276
1147,10:05.1,/customers,20.11548
1148,20:09.5,/info,41.04966
1149,20:09.5,/scratch,37.70265
1150,20:09.5,/projects,17.71093
1151,20:09.5,/customers,20.1067
1152,30:09.3,/info,40.92472
1153,30:09.3,/scratch,38.62734
1154,30:09.3,/projects,17.65919
1155,30:09.3,/customers,20.16158
1156,40:09.5,/info,41.19425
1157,40:09.5,/scratch,38.77412
1158,40:09.5,/projects,17.5872
1159,40:09.5,/customers,20.20407
1160,50:39.8,/info,40.93452
1161,50:39.8,/scratch,38.81598
1162,50:39.8,/projects,18.51898
1163,50:39.8,/customers,20.24792
1164,00:10.8,/info,40.97089
1165,00:10.8,/scratch,39.34631
1166,00:10.8,/projects,18.4761
1167,00:10.8,/customers,20.18234
1168,10:09.7,/info,41.85893
1169,10:09.7,/scratch,39.2918
1170,10:09.7,/projects,18.54319
1171,10:09.7,/customers,20.17309
1172,20:09.4,/info,42.54226
1173,20:09.4,/scratch,39.43036
1174,20:09.4,/projects,19.30687
1175,20:09.4,/customers,20.85842
1176,30:10.3,/info,41.99151
1177,30:10.3,/scratch,40.06253
1178,30:10.3,/projects,19.27825
1179,30:10.3,/customers,20.93103
1180,40:17.9,/info,41.99494
1181,40:17.9,/scratch,40.71423
1182,40:17.9,/projects,18.75855
1183,40:17.9,/customers,21.00951
1184,50:08.4,/info,43.02578
1185,50:08.4,/scratch,40.69616
1186,50:08.4,/projects,18.86449
1187,50:08.4,/customers,21.2371
1188,00:06.6,/info,42.69015
1189,00:06.6,/scratch,40.72463
1190,00:06.6,/projects,18.88941
1191,00:06.6,/customers,20.66091
1192,10:07.3,/info,42.81952
1193,10:07.3,/scratch,41.26608
1194,10:07.3,/projects,18.76898
1195,10:07.3,/customers,20.59247
1196,20:05.4,/info,42.63034
1197,20:05.4,/scratch,41.59213
1198,20:05.4,/projects,18.62705
1199,20:05.4,/customers,20.21509
1200,30:07.8,/info,41.97516
1201,30:07.8,/scratch,41.32002
1202,30:07.8,/projects,18.87522
1203,30:07.8,/customers,19.97639
1204,40:11.8,/info,42.0392
1205,40:11.8,/scratch,41.4115
1206,40:11.8,/projects,19.4528
1207,40:11.8,/customers,20.58146
1208,50:09.4,/info,42.51634
1209,50:09.4,/scratch,41.47158
1210,50:09.4,/projects,19.45156
1211,50:09.4,/customers,20.58237
1212,00:07.7,/info,42.51634
1213,00:07.7,/scratch,41.48785
1214,00:07.7,/projects,19.43775
1215,00:07.7,/customers,20.53525
1216,10:08.3,/info,43.44075
1217,10:08.3,/scratch,41.6192
1218,10:08.3,/projects,19.34319
1219,10:08.3,/customers,19.98311
1220,20:06.4,/info,43.48127
1221,20:06.4,/scratch,41.90678
1222,20:06.4,/projects,19.31426
1223,20:06.4,/customers,20.25024
1224,30:09.0,/info,44.42695
1225,30:09.0,/scratch,41.95257
1226,30:09.0,/projects,20.23838
1227,30:09.0,/customers,20.3287
1228,40:16.9,/info,44.45462
1229,40:16.9,/scratch,41.78156
1230,40:16.9,/projects,20.28427
1231,40:16.9,/customers,21.14804
1232,50:07.5,/info,44.11823
1233,50:07.5,/scratch,41.97102
1234,50:07.5,/projects,19.34514
1235,50:07.5,/customers,21.24367
1236,00:07.9,/info,44.79025
1237,00:07.9,/scratch,42.0688
1238,00:07.9,/projects,19.35605
1239,00:07.9,/customers,20.76228
1240,10:09.2,/info,44.20324
1241,10:09.2,/scratch,42.78996
1242,10:09.2,/projects,19.35178
1243,10:09.2,/customers,21.40762
1244,20:07.8,/info,45.74707
1245,20:07.8,/scratch,42.79326
1246,20:07.8,/projects,19.29152
1247,20:07.8,/customers,21.3238
1248,30:09.3,/info,45.73439
1249,30:09.3,/scratch,42.64882
1250,30:09.3,/projects,19.34555
1251,30:09.3,/customers,21.45647
1252,40:07.7,/info,45.7579
1253,40:07.7,/scratch,42.71418
1254,40:07.7,/projects,19.24127
1255,40:07.7,/customers,22.09701
1256,50:07.9,/info,45.71322
1257,50:07.9,/scratch,42.78902
1258,50:07.9,/projects,18.33904
1259,50:07.9,/customers,22.13968
1260,00:08.6,/info,46.63482
1261,00:08.6,/scratch,42.80193
1262,00:08.6,/projects,18.43637
1263,00:08.6,/customers,22.1989
1264,10:08.4,/info,47.41827
1265,10:08.4,/scratch,43.13922
1266,10:08.4,/projects,18.39886
1267,10:08.4,/customers,23.23819
1268,20:07.0,/info,46.54742
1269,20:07.0,/scratch,43.56028
1270,20:07.0,/projects,18.34088
1271,20:07.0,/customers,23.34422
1272,30:07.7,/info,47.40373
1273,30:07.7,/scratch,43.59648
1274,30:07.7,/projects,18.38659
1275,30:07.7,/customers,23.31888
1276,50:08.3,/info,49.93894
1277,50:08.3,/scratch,42.45345
1278,50:08.3,/projects,18.38784
1279,50:08.3,/customers,23.85666
1280,00:23.1,/info,49.86901
1281,00:23.1,/scratch,41.67054
1282,00:23.1,/projects,18.38784
1283,00:23.1,/customers,24.26693
1284,10:09.3,/info,49.82225
1285,10:09.3,/scratch,41.77649
1286,10:09.3,/projects,18.36975
1287,10:09.3,/customers,24.36287
1288,20:08.3,/info,50.23789
1289,20:08.3,/scratch,42.73827
1290,20:08.3,/projects,18.53943
1291,20:08.3,/customers,25.24243
1292,30:08.9,/info,50.19401
1293,30:08.9,/scratch,42.74614
1294,30:08.9,/projects,18.4461
1295,30:08.9,/customers,25.03036
1296,40:07.4,/info,51.08256
1297,40:07.4,/scratch,42.77995
1298,40:07.4,/projects,18.62588
1299,40:07.4,/customers,25.03217
1300,50:09.7,/info,51.07283
1301,50:09.7,/scratch,42.78215
1302,50:09.7,/projects,18.6806
1303,50:09.7,/customers,25.7826
1304,00:05.2,/info,50.78381
1305,00:05.2,/scratch,42.86246
1306,00:05.2,/projects,19.13988
1307,00:05.2,/customers,25.83042
1308,10:09.0,/info,51.67767
1309,10:09.0,/scratch,43.38268
1310,10:09.0,/projects,19.22081
1311,10:09.0,/customers,25.90335
1312,20:06.5,/info,52.40964
1313,20:06.5,/scratch,44.42644
1314,20:06.5,/projects,19.18626
1315,20:06.5,/customers,26.16317
1316,30:05.4,/info,52.75275
1317,30:05.4,/scratch,45.544
1318,30:05.4,/projects,18.76038
1319,30:05.4,/customers,26.2384
1320,40:05.9,/info,52.15286
1321,40:05.9,/scratch,45.60784
1322,40:05.9,/projects,18.76087
1323,40:05.9,/customers,26.26242
1324,50:11.0,/info,52.1492
1325,50:11.0,/scratch,45.66305
1326,50:11.0,/projects,19.54746
1327,50:11.0,/customers,26.30216
1328,00:05.7,/info,52.20973
1329,00:05.7,/scratch,45.63495
1330,00:05.7,/projects,19.64411
1331,00:05.7,/customers,27.30088
1332,10:10.7,/info,53.73142
1333,10:10.7,/scratch,46.09715
1334,10:10.7,/projects,19.64788
1335,10:10.7,/customers,27.39461
1336,20:04.8,/info,53.8181
1337,20:04.8,/scratch,46.90562
1338,20:04.8,/projects,19.70953
1339,20:04.8,/customers,27.38928
1340,30:10.7,/info,53.02475
1341,30:10.7,/scratch,46.93578
1342,30:10.7,/projects,19.76587
1343,30:10.7,/customers,27.47288
1344,40:06.0,/info,53.27992
1345,40:06.0,/scratch,47.09756
1346,40:06.0,/projects,19.8515
1347,40:06.0,/customers,27.47274
1348,50:06.9,/info,53.03878
1349,50:06.9,/scratch,47.63994
1350,50:06.9,/projects,20.00835
1351,50:06.9,/customers,28.35485
1352,00:08.3,/info,53.1159
1353,00:08.3,/scratch,48.41339
1354,00:08.3,/projects,19.80414
1355,00:08.3,/customers,28.18193
1356,10:07.8,/info,53.67284
1357,10:07.8,/scratch,47.72975
1358,10:07.8,/projects,19.84806
1359,10:07.8,/customers,27.60581
1360,20:08.4,/info,53.67395
1361,20:08.4,/scratch,47.87429
1362,20:08.4,/projects,19.60646
1363,20:08.4,/customers,27.65119
1364,30:07.3,/info,54.93704
1365,30:07.3,/scratch,47.9603
1366,30:07.3,/projects,19.49722
1367,30:07.3,/customers,28.23512
1368,40:06.7,/info,54.97554
1369,40:06.7,/scratch,48.00318
1370,40:06.7,/projects,20.14879
1371,40:06.7,/customers,27.962
1372,50:05.5,/info,55.10382
1373,50:05.5,/scratch,48.80272
1374,50:05.5,/projects,20.15806
1375,50:05.5,/customers,28.06961
1376,00:05.6,/info,55.07808
1377,00:05.6,/scratch,48.92696
1378,00:05.6,/projects,20.21197
1379,00:05.6,/customers,28.12138
1380,10:06.6,/info,55.86334
1381,10:06.6,/scratch,48.97365
1382,10:06.6,/projects,20.29062
1383,10:06.6,/customers,28.24658
1384,20:06.7,/info,55.8364
1385,20:06.7,/scratch,48.41447
1386,20:06.7,/projects,21.283
1387,20:06.7,/customers,28.11064
1388,30:08.5,/info,55.82033
1389,30:08.5,/scratch,48.66829
1390,30:08.5,/projects,21.27967
1391,30:08.5,/customers,28.19225
1392,40:07.0,/info,56.20242
1393,40:07.0,/scratch,48.70561
1394,40:07.0,/projects,21.29602
1395,40:07.0,/customers,28.11881
1396,50:08.4,/info,57.10848
1397,50:08.4,/scratch,48.58681
1398,50:08.4,/projects,21.29784
1399,50:08.4,/customers,28.13481
1400,00:07.1,/info,57.12509
1401,00:07.1,/scratch,48.59237
1402,00:07.1,/projects,20.48738
1403,00:07.1,/customers,27.26816
1404,10:10.0,/info,57.46549
1405,10:10.0,/scratch,48.72718
1406,10:10.0,/projects,20.65237
1407,10:10.0,/customers,26.77008
1408,20:07.0,/info,56.96369
1409,20:07.0,/scratch,49.57959
1410,20:07.0,/projects,20.66976
1411,20:07.0,/customers,26.75278
1412,30:09.4,/info,57.06536
1413,30:09.4,/scratch,49.54544
1414,30:09.4,/projects,20.4257
1415,30:09.4,/customers,26.8194
1416,40:07.6,/info,57.03947
1417,40:07.6,/scratch,49.63834
1418,40:07.6,/projects,20.48973
1419,40:07.6,/customers,26.90926
1420,50:08.4,/info,57.91833
1421,50:08.4,/scratch,50.2926
1422,50:08.4,/projects,21.25488
1423,50:08.4,/customers,27.5531
1424,00:13.4,/info,58.53745
1425,00:13.4,/scratch,50.29687
1426,00:13.4,/projects,21.21676
1427,00:13.4,/customers,27.65359
1428,10:10.6,/info,59.30204
1429,10:10.6,/scratch,50.387
1430,10:10.6,/projects,21.21762
1431,10:10.6,/customers,27.65089
1432,20:08.9,/info,59.30204
1433,20:08.9,/scratch,50.05408
1434,20:08.9,/projects,22.3518
1435,20:08.9,/customers,27.79209
1436,30:10.8,/info,59.13721
1437,30:10.8,/scratch,50.14824
1438,30:10.8,/projects,22.39465
1439,30:10.8,/customers,27.12005
1440,40:06.2,/info,59.633
1441,40:06.2,/scratch,50.09012
1442,40:06.2,/projects,22.298
1443,40:06.2,/customers,27.22303
1444,50:09.0,/info,60.08719
1445,50:09.0,/scratch,50.14336
1446,50:09.0,/projects,22.25952
1447,50:09.0,/customers,27.3689
1448,00:13.5,/info,60.08448
1449,00:13.5,/scratch,50.99485
1450,00:13.5,/projects,22.23913
1451,00:13.5,/customers,27.43234
1452,10:08.3,/info,60.11623
1453,10:08.3,/scratch,50.92521
1454,10:08.3,/projects,22.23675
1455,10:08.3,/customers,27.41292
1456,20:06.3,/info,60.31634
1457,20:06.3,/scratch,50.74798
1458,20:06.3,/projects,22.30873
1459,20:06.3,/customers,27.43817
1460,30:10.5,/info,60.32552
1461,30:10.5,/scratch,50.93585
1462,30:10.5,/projects,22.30947
1463,30:10.5,/customers,27.51763
1464,40:05.1,/info,60.25085
1465,40:05.1,/scratch,51.00713
1466,40:05.1,/projects,22.49964
1467,40:05.1,/customers,27.46494
1468,50:08.4,/info,61.09226
1469,50:08.4,/scratch,51.12466
1470,50:08.4,/projects,22.49757
1471,50:08.4,/customers,27.40517
1472,00:06.7,/info,61.07749
1473,00:06.7,/scratch,50.37659
1474,00:06.7,/projects,22.58859
1475,00:06.7,/customers,27.20521
1476,10:07.2,/info,61.13188
1477,10:07.2,/scratch,50.39035
1478,10:07.2,/projects,22.60102
1479,10:07.2,/customers,27.34194
1480,20:08.7,/info,61.13736
1481,20:08.7,/scratch,50.65654
1482,20:08.7,/projects,22.60634
1483,20:08.7,/customers,26.52364
1484,30:05.7,/info,61.72945
1485,30:05.7,/scratch,51.55771
1486,30:05.7,/projects,22.59112
1487,30:05.7,/customers,26.55663
1488,40:06.2,/info,61.79481
1489,40:06.2,/scratch,51.57447
1490,40:06.2,/projects,22.66073
1491,40:06.2,/customers,25.92159
1492,50:06.8,/info,61.48311
1493,50:06.8,/scratch,51.90044
1494,50:06.8,/projects,22.6405
1495,50:06.8,/customers,25.97601
1496,00:10.8,/info,62.37495
1497,00:10.8,/scratch,51.97617
1498,00:10.8,/projects,22.5543
1499,00:10.8,/customers,25.95444
1500,10:08.4,/info,61.65211
1501,10:08.4,/scratch,52.90954
1502,10:08.4,/projects,22.70619
1503,10:08.4,/customers,26.0898
1504,20:08.2,/info,61.64741
1505,20:08.2,/scratch,52.91673
1506,20:08.2,/projects,22.70924
1507,20:08.2,/customers,25.96327
1508,30:07.5,/info,62.61102
1509,30:07.5,/scratch,52.98095
1510,30:07.5,/projects,23.22222
1511,30:07.5,/customers,25.97601
1512,40:06.5,/info,62.72316
1513,40:06.5,/scratch,53.17086
1514,40:06.5,/projects,23.16722
1515,40:06.5,/customers,25.86285
1516,50:08.4,/info,63.08871
1517,50:08.4,/scratch,52.54513
1518,50:08.4,/projects,24.2581
1519,50:08.4,/customers,26.85189
1520,00:05.5,/info,64.06634
1521,00:05.5,/scratch,53.21032
1522,00:05.5,/projects,24.97832
1523,00:05.5,/customers,26.86563
1524,10:08.3,/info,64.37692
1525,10:08.3,/scratch,54.31785
1526,10:08.3,/projects,24.97958
1527,10:08.3,/customers,27.50888
1528,20:06.1,/info,64.54567
1529,20:06.1,/scratch,54.288
1530,20:06.1,/projects,24.78596
1531,20:06.1,/customers,28.12307
1532,30:07.5,/info,64.07887
1533,30:07.5,/scratch,54.31875
1534,30:07.5,/projects,24.77349
1535,30:07.5,/customers,28.19217
1536,40:06.1,/info,64.27775
1537,40:06.1,/scratch,55.10565
1538,40:06.1,/projects,24.59483
1539,40:06.1,/customers,28.26644
1540,50:11.8,/info,65.14929
1541,50:11.8,/scratch,55.20566
1542,50:11.8,/projects,24.59581
1543,50:11.8,/customers,28.17724
1544,00:07.5,/info,65.27462
1545,00:07.5,/scratch,55.79618
1546,00:07.5,/projects,23.72607
1547,00:07.5,/customers,28.93032
1548,10:11.3,/info,65.93958
1549,10:11.3,/scratch,55.7196
1550,10:11.3,/projects,23.21
1551,10:11.3,/customers,28.89966
1552,20:08.0,/info,66.01062
1553,20:08.0,/scratch,55.83231
1554,20:08.0,/projects,23.12488
1555,20:08.0,/customers,28.87793
1556,30:07.0,/info,66.68287
1557,30:07.0,/scratch,55.81961
1558,30:07.0,/projects,23.11029
1559,30:07.0,/customers,28.85659
1560,40:11.0,/info,67.36212
1561,40:11.0,/scratch,55.91404
1562,40:11.0,/projects,23.12704
1563,40:11.0,/customers,28.92179
1564,50:08.6,/info,68.03693
1565,50:08.6,/scratch,56.90138
1566,50:08.6,/projects,23.07024
1567,50:08.6,/customers,28.98544
1568,00:09.2,/info,68.54424
1569,00:09.2,/scratch,57.52664
1570,00:09.2,/projects,24.08936
1571,00:09.2,/customers,28.98373
1572,10:07.8,/info,68.42469
1573,10:07.8,/scratch,57.57855
1574,10:07.8,/projects,23.82625
1575,10:07.8,/customers,29.47297
1576,20:12.2,/info,67.90349
1577,20:12.2,/scratch,58.40769
1578,20:12.2,/projects,24.7815
1579,20:12.2,/customers,29.49883
1580,30:08.3,/info,68.0621
1581,30:08.3,/scratch,58.44676
1582,30:08.3,/projects,24.87043
1583,30:08.3,/customers,29.5658
1584,40:06.7,/info,68.0087
1585,40:06.7,/scratch,58.34326
1586,40:06.7,/projects,24.8326
1587,40:06.7,/customers,29.54108
1588,50:15.5,/info,67.73529
1589,50:15.5,/scratch,58.86721
1590,50:15.5,/projects,24.83762
1591,50:15.5,/customers,29.54305
1592,00:06.9,/info,67.49687
1593,00:06.9,/scratch,58.97175
1594,00:06.9,/projects,24.83899
1595,00:06.9,/customers,29.56521
1596,10:07.3,/info,68.17678
1597,10:07.3,/scratch,59.18601
1598,10:07.3,/projects,24.81535
1599,10:07.3,/customers,29.6514
1600,20:06.4,/info,67.25428
1601,20:06.4,/scratch,59.44155
1602,20:06.4,/projects,24.20461
1603,20:06.4,/customers,29.59888
1604,30:07.4,/info,66.89662
1605,30:07.4,/scratch,59.71356
1606,30:07.4,/projects,24.20993
1607,30:07.4,/customers,30.08687
1608,40:12.5,/info,66.66875
